user_id,create_time,order_id,amount
127314,2018/1/1,3561418297,165
96244,2018/1/1,4146603617,155
58154,2018/1/1,4198160677,149
119297,2018/1/1,4082590507,149
149222,2018/1/1,4195154695,138
146174,2018/1/1,3976446642,126
146809,2018/1/1,4175359306,119
69019,2018/1/1,4084146635,118
100772,2018/1/1,4191535488,115
114395,2018/1/1,3978413671,115
74651,2018/1/1,4199870258,109
136640,2018/1/1,4196725355,105
72109,2018/1/1,4187965846,99
135820,2018/1/1,3535568703,99
149708,2018/1/1,4190804929,99
127198,2018/1/1,4195178217,99
97053,2018/1/1,4194647897,99
96302,2018/1/1,4153947428,99
79929,2018/1/1,4117192697,89.9
117506,2018/1/1,4171941913,89
117537,2018/1/1,4198170040,78
132544,2018/1/1,4196596760,78
141745,2018/1/1,4200054039,75
64187,2018/1/1,4192525909,71
131460,2018/1/1,4197485016,69
159697,2018/1/1,4199597638,69
110002,2018/1/1,4190749466,69
98294,2018/1/1,4083978222,65.9
91267,2018/1/1,4201215001,65
134485,2018/1/1,4198151016,59
91669,2018/1/1,4192195125,59
95311,2018/1/1,4181578615,59
100596,2018/1/1,4171622551,59
102137,2018/1/1,4191254539,59
106932,2018/1/1,4172764453,59
117527,2018/1/1,4190009675,59
158589,2018/1/1,3632999787,59
121498,2018/1/1,4194472878,59
155209,2018/1/1,4177940815,
70290,2018/1/1,3786040409,59
89357,2018/1/1,4196240121,55
68431,2018/1/1,4192090752,49.9
53833,2018/1/1,4180341167,49.9
104653,2018/1/1,4202821226,49
118743,2018/1/1,3955920660,49
63477,2018/1/1,4019334931,49
81521,2018/1/1,4196085741,49
127091,2018/1/1,4191186487,49
81106,2018/1/1,4191144844,49
144345,2018/1/1,4154680126,49
87445,2018/1/1,4192590064,49
73550,2018/1/1,4109633080,48
125120,2018/1/1,4199481764,44.9
116450,2018/1/1,4191715185,44.9
121476,2018/1/1,4191625514,39.9
122462,2018/1/1,4194286220,39.9
143140,2018/1/1,4200170917,39.9
160349,2018/1/1,3981402332,39
126006,2018/1/1,4181840452,39
87634,2018/1/1,4201870241,39
53281,2018/1/1,4098064680,39
97993,2018/1/1,4192028073,39
164077,2018/1/1,3517237566,37
80935,2018/1/1,4203195428,35
113853,2018/1/1,4191395465,29.9
152287,2018/1/1,4186141391,29.8
151247,2018/1/1,4199885822,29.8
93630,2018/1/1,4200852461,29
113711,2018/1/1,4198977419,29
155796,2018/1/1,4190308387,29
104364,2018/1/1,4199435786,29
157114,2018/1/1,3955147573,29
135723,2018/1/1,3992305859,27.9
131566,2018/1/1,4203086537,26
74669,2018/1/1,4171660031,25.5
143247,2018/1/1,4197916826,25
53937,2018/1/1,4194373571,23
157599,2018/1/1,4193094881,21.9
72253,2018/1/1,4080095261,21.9
93090,2018/1/1,4179023397,21.6
64146,2018/1/1,4171965488,21.6
149040,2018/1/1,4192001731,19.9
88552,2018/1/1,4190801822,19.9
139975,2018/1/1,4200306443,19.9
139621,2018/1/1,4195084953,19.9
86519,2018/1/1,4190053584,19.9
54872,2018/1/1,3980171395,19.9
51647,2018/1/1,4154844646,16.9
119463,2018/1/1,4193575550,16.9
123776,2018/1/1,4167362296,16.9
57709,2018/1/1,4116037489,16.5
92343,2018/1/1,3906386793,16
150087,2018/1/1,4196654014,16
134834,2018/1/1,4110789228,14.9
77227,2018/1/1,3847577831,13.9
56525,2018/1/1,4102139030,13.9
100031,2018/1/1,4109698193,13.8
145619,2018/1/1,4017014111,13.8
86822,2018/1/1,4111560669,12.9
120064,2018/1/1,4103163041,12.9
54670,2018/1/1,4202623046,12.9
121180,2018/1/1,4097610959,12.5
103876,2018/1/1,4105529764,11.9
100304,2018/1/1,4107142022,11.9
126442,2018/1/1,4184583942,11.9
59576,2018/1/1,4112416474,11.9
83244,2018/1/1,4107524904,11.9
107970,2018/1/1,4190209528,11.9
90413,2018/1/1,4200903342,11.9
123661,2018/1/1,4202001101,11.5
78115,2018/1/1,4175214719,11.5
137778,2018/1/1,4077587142,10.9
99952,2018/1/1,4201301889,9.9
65041,2018/1/1,4106923611,9.9
79114,2018/1/1,4106713393,9.9
163916,2018/1/1,4175642869,9.9
97051,2018/1/1,4106161920,9.9
126216,2018/1/1,4117610630,9.9
59904,2018/1/1,3979583882,9.9
62785,2018/1/1,4072487480,9.9
76555,2018/1/1,4195451710,9.9
128346,2018/1/1,4101383750,9.9
89992,2018/1/1,3980155224,9.9
159814,2018/1/1,4110274858,9.9
61971,2018/1/1,4107323448,9.9
112447,2018/1/1,4188584214,9.9
156071,2018/1/1,4196670970,9.9
91591,2018/1/1,4162958278,9.9
139777,2018/1/1,4163585461,9.9
86928,2018/1/1,4192390982,9.9
70402,2018/1/1,4151022443,9.9
124293,2018/1/1,4119511112,9.8
133718,2018/1/1,4177199193,9.8
136173,2018/1/1,4115300094,9.8
72050,2018/1/1,4123459977,9.8
92067,2018/1/1,4101352203,9.8
55494,2018/1/1,4170979790,9.8
130722,2018/1/1,4107426278,9.8
112589,2018/1/1,4202435774,9
120362,2018/1/1,4110633480,8.9
123758,2018/1/1,3992939286,8.9
117230,2018/1/1,4196201749,8.9
151780,2018/1/1,4097371812,8.8
113695,2018/1/1,4112441050,8.6
122675,2018/1/1,4139516810,8.6
105227,2018/1/1,4198492886,8.5
70451,2018/1/1,4177168409,8
106297,2018/1/1,4098684985,7.9
151238,2018/1/1,4109083677,7.8
146584,2018/1/1,4018231928,7.8
109021,2018/1/1,4078490238,6.9
128546,2018/1/1,4104440819,6.9
54056,2018/1/1,4195684705,6.3
139877,,4111956196,6.3
153332,2018/1/1,3980245875,6
88855,2018/1/1,4109498612,6
115365,2018/1/1,4171099638,6
54599,2018/1/1,4119525205,
158931,2018/1/1,4078490314,4.2
159739,2018/1/1,4107892304,1.8
105015,2018/1/1,3807060197,0.5
57953,2018/1/1,3976299711,0.5
159410,2018/1/1,4193596588,0.5
120065,2018/1/1,4196210675,0.5
140248,2018/1/1,4198369869,0.5
142900,2018/1/2,4202935052,8999
92654,2018/1/2,4197113131,8513
92230,2018/1/2,4192241890,6899
93422,2018/1/2,4202621515,6188
85026,2018/1/2,4192615790,5799
164230,2018/1/2,4195876402,5599
150923,2018/1/2,4199758473,5299
58826,2018/1/2,4190098948,4599
115986,2018/1/2,4196534300,4586
137707,2018/1/2,4190000767,4199
104963,2018/1/2,4195682804,3999
139729,2018/1/2,4195434319,3999
151849,2018/1/2,4190449184,3999
156922,2018/1/2,4195361458,3899
162140,2018/1/2,4197669520,3880
65418,2018/1/2,3906340087,3799
92119,2018/1/2,4202102048,3768
90181,2018/1/2,4195434082,3699
60263,2018/1/2,4201602681,3599
65456,2018/1/2,4195643356,
85292,2018/1/2,4198805026,3399
88549,2018/1/2,4200306843,3299
53902,2018/1/2,4032229695,3199
150816,2018/1/2,3941890624,2999
57921,2018/1/2,4194414941,2990
162029,2018/1/2,4021456866,2699
118353,2018/1/2,4202976368,2599
57576,2018/1/2,4199618392,2499
133508,2018/1/2,4191206526,2468
132375,2018/1/2,4202078885,2365
128527,2018/1/2,4193662606,2299
149473,2018/1/2,4196626438,2286
110953,2018/1/2,4180517130,2286
113144,2018/1/2,3949060801,2286
65417,2018/1/2,4193902966,2278
162916,2018/1/2,4194190849,2199
156214,2018/1/2,4175844321,1999
132347,2018/1/2,4200884199,1899
105708,2018/1/2,4196421604,1849
159871,2018/1/2,4192464316,1680
151225,2018/1/2,4197718041,1488
144942,2018/1/2,4203096143,1398
56117,2018/1/2,4196762177,1299
104762,2018/1/2,4195920681,1299
62627,2018/1/2,4198459722,1088
92555,2018/1/2,4196795636,1070
113317,2018/1/2,4189923697,1056
88883,2018/1/2,4192223328,1028
68887,2018/1/2,4202491346,939
128226,2018/1/2,4187989709,899
99432,2018/1/2,4190917599,899
54319,2018/1/2,4193986912,798
133473,2018/1/2,4191811708,739
53299,2018/1/2,4198058411,688
152090,2018/1/2,4152107789,599
106580,2018/1/2,4194611990,598
105276,2018/1/2,4130983319,459
73507,2018/1/2,4194430312,439
148978,2018/1/2,4194555746,399
79620,2018/1/2,4177807153,399
144207,2018/1/2,4199753156,369
112758,2018/1/2,4196161773,359
102190,2018/1/2,4153841608,319
123007,2018/1/2,4005668884,318
84765,2018/1/2,4171480769,299
110209,2018/1/2,4155209998,299
55975,2018/1/2,4192251995,249
75971,2018/1/2,4202425071,249
154428,2018/1/2,4163848822,249
149457,2018/1/2,4193928830,229
151140,2018/1/2,3896483714,219
141318,2018/1/2,4193944550,212
119424,2018/1/2,4202626956,199
72663,2018/1/2,4200285178,199
118431,2018/1/2,3890389692,199
102146,2018/1/2,4190994538,199
64126,2018/1/2,4200958986,199
127112,2018/1/2,4192143223,198
61336,2018/1/2,4202265234,195
76930,2018/1/2,3587675514,189
91150,2018/1/2,4196234224,188
99237,2018/1/2,4152068682,179
105656,2018/1/2,4197645035,179
132052,2018/1/2,4191324440,179
118675,2018/1/2,4160510927,168
130841,2018/1/2,4199544441,159
80158,2018/1/2,4199548822,159
71158,2018/1/2,4202923190,149
89194,2018/1/2,4194547529,138
164621,2018/1/2,4193106080,136
52158,2018/1/2,4193471656,129
62456,2018/1/2,4196017866,129
155532,2018/1/2,4195650699,129
86395,2018/1/2,3656519530,119
131425,2018/1/2,4192274213,118
70753,2018/1/2,4189979505,109
102413,2018/1/2,4197624566,109
150427,2018/1/2,4192072451,105
142262,2018/1/2,4199326451,99
124615,2018/1/2,4190507135,99
153937,2018/1/2,4191982986,99
72919,2018/1/2,4194099792,79
122603,2018/1/2,3990270441,78
135467,2018/1/2,4142014972,78
110036,2018/1/2,4163864615,72
60290,2018/1/2,4199946008,69
141684,2018/1/2,4198218322,69
130812,2018/1/2,4190457208,68
96347,2018/1/2,4196795088,65.9
65928,2018/1/2,4185520838,65.9
107479,2018/1/2,4187153710,59
116047,2018/1/2,4191184627,59
160237,2018/1/2,4192691851,59
159180,2018/1/2,4190764673,59
110656,2018/1/2,4190532317,59
116634,2018/1/2,4101037936,59
94067,2018/1/2,4188388863,59
103116,2018/1/2,4195945534,59
118577,2018/1/2,4007572224,58
94802,2018/1/2,4031076012,55
132153,2018/1/2,4200731527,55
102423,2018/1/2,4196121742,55
143449,2018/1/2,4202853870,50
163544,2018/1/2,4152312062,49
132620,2018/1/2,4190916780,49
144460,2018/1/2,4166381561,49
140612,2018/1/2,4190522355,49
122979,2018/1/2,4195905154,49
155070,2018/1/2,4197859308,49
132938,2018/1/2,4191890606,46.9
109296,2018/1/2,4195422361,45
111749,2018/1/2,4194981012,44.9
81363,2018/1/2,4195442803,44.9
52790,2018/1/2,4118106949,39
85177,2018/1/2,4198412577,39
57737,2018/1/2,4196854804,39
126839,2018/1/2,4192851218,35
75603,2018/1/2,4195266456,35
66866,2018/1/2,4131436274,33.8
109496,2018/1/2,4199461291,29.9
98254,2018/1/2,4193369694,29.9
120108,2018/1/2,4203050817,29
90686,2018/1/2,4194381646,29
83960,2018/1/2,4189451366,29
77516,2018/1/2,4017519360,29
108561,2018/1/2,4193270233,25
67732,2018/1/2,4193209429,24.7
65252,2018/1/2,4196462907,24
99790,2018/1/2,3952206784,24
132517,2018/1/2,4198269204,23.9
131099,2018/1/2,4080082988,23.9
67122,2018/1/2,3980318466,23.9
135373,2018/1/2,4111360635,23.9
113927,2018/1/2,4200970581,23
58587,2018/1/2,4171024001,22.9
153959,2018/1/2,4189563547,21.9
100543,2018/1/2,3982205423,21.9
112322,2018/1/2,4118143740,21.9
55671,2018/1/2,4194640317,21.6
52341,2018/1/2,4191996025,21.6
138042,2018/1/2,4197959182,19.9
69956,2018/1/2,4196519991,19.9
63133,2018/1/2,4162214824,19.9
123163,2018/1/2,4076618343,19.9
119834,2018/1/2,4196049262,19.9
155140,2018/1/2,4199034976,19
84969,2018/1/2,4110404004,18.8
111663,2018/1/2,4107225042,18.8
93314,2018/1/2,4102348470,18.2
158810,2018/1/2,3996620761,17.5
125839,2018/1/2,4126029301,16.5
65616,2018/1/2,4195514884,15.5
113609,2018/1/2,4187532849,15
142641,2018/1/2,4110634411,15
132446,2018/1/2,4117133337,13.9
148659,2018/1/2,4175127966,13.9
78051,2018/1/2,4155578875,13.9
69741,2018/1/2,4107207922,12.9
154434,2018/1/2,4194865891,12.9
105028,2018/1/2,4110169926,11.9
153282,2018/1/2,4079750296,11.9
105923,2018/1/2,4102075385,11.9
155240,2018/1/2,4201495667,11.9
72823,2018/1/2,4191809064,11.9
63904,2018/1/2,4194381145,11.9
120241,2018/1/2,4181055350,11.9
76325,2018/1/2,4021630595,10.9
91369,2018/1/2,4104159504,10.9
138735,2018/1/2,4109031440,9.9
89315,2018/1/2,4195942023,9.9
148652,2018/1/2,4104900792,9.9
98841,2018/1/2,4105973087,9.9
82520,2018/1/2,4104280189,9.9
110554,2018/1/2,4122713317,9.9
156635,2018/1/2,4102076734,9.9
127715,2018/1/2,4121154824,9.9
118308,2018/1/2,3979852635,9.9
157758,2018/1/2,4175087129,9.9
153311,2018/1/2,4082424295,9.9
163020,2018/1/2,4106498980,9.9
152534,2018/1/2,4106943198,9.9
105871,2018/1/2,4107636766,9.9
104105,2018/1/2,4111161815,9.9
102555,2018/1/2,4106128277,9.9
124157,2018/1/2,4099006908,9.9
69661,2018/1/2,3982610369,9.9
94913,2018/1/2,4098488894,9.9
123264,2018/1/2,4109831524,9.9
57663,2018/1/2,4202335849,9.9
116011,2018/1/2,4191656438,9.9
88475,2018/1/2,4104711255,9.9
103613,2018/1/2,4194822218,9.8
150153,2018/1/2,4194656302,8.9
61049,2018/1/2,4107410649,8.9
88542,2018/1/2,4104658515,8.9
144550,2018/1/2,4098085414,8.9
86956,2018/1/2,4140021830,8.9
139708,2018/1/2,4097126709,8.9
151876,2018/1/2,4109082809,8.6
124596,2018/1/2,4144816603,8.6
117830,2018/1/2,3971399219,7.8
150304,2018/1/2,4105528212,7.8
117096,2018/1/2,4109082733,7.8
100793,2018/1/2,4197067506,7.8
117543,2018/1/2,3980777542,6.9
60480,2018/1/2,4037377467,6.9
92879,2018/1/2,4109307069,6.9
97969,2018/1/2,4144902255,6.3
89640,2018/1/2,4197717726,6.3
149991,2018/1/2,4104088729,6.3
69192,2018/1/2,4099663591,6
55381,2018/1/2,4121347153,6
53239,2018/1/2,4127394603,6
98956,2018/1/2,4097326254,6
71368,2018/1/2,4034353274,5.9
82592,2018/1/2,4054603660,4.5
74164,2018/1/2,3979421239,4.2
149090,2018/1/2,4193699166,3.9
64521,2018/1/2,4195654607,0.5
105102,2018/1/2,4194501673,0.5
160718,2018/1/3,4191949427,7599
88038,2018/1/3,4194477262,5999
120118,2018/1/3,3238894589,5399
57369,2018/1/3,4195128611,5299
157676,2018/1/3,3674440932,4999
97320,2018/1/3,4195812158,4899
141244,2018/1/3,4199452126,4899
96966,2018/1/3,4197360757,4586
77504,2018/1/3,4200763183,4199
153868,2018/1/3,3759352193,4199
106674,2018/1/3,4191376598,3999
55618,2018/1/3,4193234629,3999
115064,2018/1/3,4201964314,3999
66519,2018/1/3,4194480884,3899
99408,2018/1/3,4180358230,3799
140105,2018/1/3,4195615998,3599
92646,2018/1/3,4190926052,3444
135740,2018/1/3,4196718761,3399
107056,2018/1/3,4192217573,3388
110915,2018/1/3,4193722882,3344
76695,2018/1/3,4195410603,3299
93088,2018/1/3,4201874503,3139
100600,2018/1/3,4202216486,3139
145898,2018/1/3,4183767436,3099
110942,2018/1/3,4194796333,3099
126011,2018/1/3,4190497803,3098
108025,2018/1/3,4190927428,3098
137337,2018/1/3,3983313134,3088
100115,2018/1/3,4188026089,2999
73479,2018/1/3,4198973127,2999
98085,2018/1/3,4194463067,2988
76291,2018/1/3,4200414292,2899
105159,2018/1/3,4171616888,2899
137974,2018/1/3,4198007788,2896
155648,2018/1/3,4155892348,2799
73750,2018/1/3,4127161325,2799
144950,2018/1/3,4190733161,2659
156683,2018/1/3,4197266890,2599
61702,2018/1/3,4198855492,2599
112201,2018/1/3,4192682649,2580
75246,2018/1/3,4186348748,2499
163469,2018/1/3,4196049394,2499
79863,2018/1/3,4193637588,2399
88127,2018/1/3,4178299426,2344
162404,2018/1/3,4198844911,2299
56198,2018/1/3,4195113397,2278
160198,2018/1/3,4194220607,2199
119712,2018/1/3,4196790562,2199
152884,2018/1/3,4192270873,2199
162914,2018/1/3,4194215481,2199
144622,2018/1/3,4202898471,2099
85125,2018/1/3,3282021377,1999
162540,2018/1/3,4194498308,1899
128725,2018/1/3,4197209937,1888
133212,2018/1/3,4202196114,1888
130207,2018/1/3,4193863284,1699
98213,2018/1/3,4032090345,1638
90300,2018/1/3,4201900511,1598
157209,2018/1/3,4197923451,1399
63887,2018/1/3,4198516920,1399
83406,2018/1/3,4195396686,1399
100003,2018/1/3,4192435694,1358
117441,2018/1/3,4201728655,1348
82197,2018/1/3,4202249276,1198
122469,2018/1/3,4191358250,999
76456,2018/1/3,4185172735,999
141158,2018/1/3,4191496626,999
61337,2018/1/3,4200062401,998
97483,2018/1/3,4190088792,829
112884,2018/1/3,4197296784,791
94560,2018/1/3,4202275413,749
73886,2018/1/3,4178848756,599
144075,2018/1/3,4193522116,549
105185,2018/1/3,4199430166,499
139488,2018/1/3,4090223071,469
88877,2018/1/3,4121545852,448
147976,2018/1/3,4197681231,448
103869,2018/1/3,4180336520,409
143548,2018/1/3,4191609179,399
140856,2018/1/3,4197733376,399
136387,2018/1/3,4185199909,399
132749,2018/1/3,4200791133,399
111397,2018/1/3,4198160719,399
55673,2018/1/3,3925864649,398
82897,2018/1/3,4197756408,368
57268,2018/1/3,4146265440,359
142167,2018/1/3,4198708265,349
143101,2018/1/3,4193160487,299
85990,2018/1/3,4029213858,299
133831,2018/1/3,4196365712,299
133596,2018/1/3,4191678499,299
148368,2018/1/3,4099250350,299
131654,2018/1/3,4190288336,299
83340,2018/1/3,4100616749,295
108822,2018/1/3,4196418519,289
76555,2018/1/3,3650072924,269
149353,2018/1/3,4196410117,229
161297,2018/1/3,4106910316,219
99967,2018/1/3,3564536545,218
100590,2018/1/3,4203146920,199
149908,2018/1/3,4150687675,199
85463,2018/1/3,3373890231,199
127530,2018/1/3,4193623222,199
79512,2018/1/3,4196762278,188
103823,2018/1/3,4199955376,179
149695,2018/1/3,4117571166,179
76648,2018/1/3,4193846940,169.1
93387,2018/1/3,4196858622,169
152644,2018/1/3,4200119602,169
121593,2018/1/3,4197533883,168
67499,2018/1/3,4192193149,154
116741,2018/1/3,4199180880,119
125595,2018/1/3,4196611922,118
53727,2018/1/3,4129661348,109
141552,2018/1/3,4167155190,109
57847,2018/1/3,4192461830,109
163972,2018/1/3,4202577343,108
115991,2018/1/3,4202096979,106
137151,2018/1/3,3828503583,106
118164,2018/1/3,4175560825,106
108240,2018/1/3,4194446156,105
70252,2018/1/3,4196725017,105
73279,2018/1/3,4193661727,99
97382,2018/1/3,4198773552,99
71249,2018/1/3,4201152983,99
86629,2018/1/3,4192459118,99
80818,2018/1/3,4193014548,99
161883,2018/1/3,4195812689,99
108294,2018/1/3,4201374394,99
134837,2018/1/3,4192751349,95
98742,2018/1/3,3900185183,89.9
80241,2018/1/3,4192135193,89
72643,2018/1/3,4191870596,89
98799,2018/1/3,4195351191,89
154638,2018/1/3,4194752152,88
145171,2018/1/3,4154416653,88
132214,2018/1/3,4179066901,86
137292,2018/1/3,4031557542,79.9
136517,2018/1/3,4197205608,79
134524,2018/1/3,4202254684,79
126812,2018/1/3,4189246457,78
64517,2018/1/3,4199519825,69
92074,2018/1/3,4188100661,69
78037,2018/1/3,4191364099,69
122464,2018/1/3,4099441747,69
157450,2018/1/3,4144445937,66
80219,2018/1/3,4188702040,62
53230,2018/1/3,4109612891,61
160402,2018/1/3,4200877125,59
60063,2018/1/3,4191402022,59
158979,2018/1/3,4192679051,59
101989,2018/1/3,4193496874,59
159439,2018/1/3,4170038287,59
76768,2018/1/3,4192045707,57
76203,2018/1/3,4191272432,56.9
124173,2018/1/3,3668095203,56
152623,2018/1/3,4199715513,51
122769,2018/1/3,4126027718,51
112618,2018/1/3,3997985435,49
61365,2018/1/3,4007705180,49
144835,2018/1/3,4039306730,46.9
119360,2018/1/3,4191613107,44.9
154945,2018/1/3,4110681224,39
116775,2018/1/3,4041062459,39
87294,2018/1/3,4197558679,39
131035,2018/1/3,4007660433,37
119514,2018/1/3,4176585178,36
71496,2018/1/3,4196097275,34.5
78938,2018/1/3,4187053664,33.9
135257,2018/1/3,4120439732,33.9
83061,2018/1/3,4195920061,33.9
150645,2018/1/3,4202332589,33.8
121568,2018/1/3,4198098860,32
97459,2018/1/3,4148659642,31
119065,2018/1/3,4191473218,29.9
66446,2018/1/3,4185566769,29.8
109118,2018/1/3,4191261944,29
128846,2018/1/3,4190138916,29
92219,2018/1/3,4195053037,29
88998,2018/1/3,4191033102,29
156582,2018/1/3,4191581252,26.9
117821,2018/1/3,4191348447,21.9
134520,2018/1/3,4101318574,19.9
130208,2018/1/3,4194045455,19.9
67601,2018/1/3,4194826436,19.9
114903,2018/1/3,4194183840,19.9
157395,2018/1/3,4196805226,19.9
117017,2018/1/3,4201905390,19.9
66088,2018/1/3,4198615374,19.9
61103,2018/1/3,4195619413,19.9
139890,2018/1/3,4195182117,19.9
96546,2018/1/3,4197972585,19.9
144257,2018/1/3,4197690965,19
81700,2018/1/3,4191393166,19
68732,2018/1/3,4202776655,19
56428,2018/1/3,4197832785,18.9
107107,2018/1/3,4195412169,18.9
110371,2018/1/3,4189385439,17.9
141548,2018/1/3,4200303575,17.9
155408,2018/1/3,4190981808,17.5
82721,2018/1/3,4201697128,16.9
72950,2018/1/3,4150792259,16.9
86081,2018/1/3,4118911276,16.9
93396,2018/1/3,4187579874,16.5
130418,2018/1/3,4202195069,16
143609,2018/1/3,4198585246,16
151687,2018/1/3,4189588908,15.5
157767,2018/1/3,4200048698,15
86291,2018/1/3,4162106515,14.7
136679,2018/1/3,4182090753,14
141154,2018/1/3,4148941697,14
140315,2018/1/3,4004450919,13.9
141541,2018/1/3,4108435872,13.9
73316,2018/1/3,4189890706,13.9
56377,2018/1/3,3996815115,13.9
54813,2018/1/3,4090224460,13
153815,2018/1/3,4098038654,12.5
56576,2018/1/3,3984566483,12.5
68007,2018/1/3,4108111415,12
123920,2018/1/3,4117517097,11.9
105431,2018/1/3,4185566610,11.9
112537,2018/1/3,4178278522,11.9
94388,2018/1/3,4117143285,11.9
91507,2018/1/3,4117551251,11.9
161865,2018/1/3,4194334866,11.9
120215,2018/1/3,4201649932,11.5
97446,2018/1/3,4171399005,11
107551,2018/1/3,4155525417,10.9
119536,2018/1/3,4200900223,10.9
147838,2018/1/3,4200029676,10
99717,2018/1/3,4107813979,9.9
108828,2018/1/3,4187047181,9.9
130175,2018/1/3,3989839548,9.9
145286,2018/1/3,4106942730,9.9
160859,2018/1/3,4111605497,9.9
122372,2018/1/3,4099079208,9.9
148015,2018/1/3,4107593271,9.9
151574,2018/1/3,4126347280,9.9
154667,2018/1/3,4103394133,9.9
108527,2018/1/3,4082737981,9.9
158843,2018/1/3,4103874925,9.9
79531,2018/1/3,4106949156,9.9
148366,2018/1/3,4171611094,9.9
73444,2018/1/3,4101087520,9.9
58843,2018/1/3,4099079174,9.9
123742,2018/1/3,4101499204,9
69470,2018/1/3,4097371772,9
142064,2018/1/3,4192088274,9
150203,2018/1/3,4107027316,9
133893,2018/1/3,4198825783,8.9
147520,2018/1/3,4171480829,8.9
148443,2018/1/3,4084594341,8.9
75941,2018/1/3,4110169931,8.8
142109,2018/1/3,4141691309,8.6
131179,2018/1/3,4098216971,7.8
107640,2018/1/3,4180985885,6.9
95529,2018/1/3,4200891718,6.9
87308,2018/1/3,4117050168,6.8
58212,2018/1/3,4187666296,6.8
84974,2018/1/3,4199150859,6.3
93472,2018/1/3,4140442959,6
149979,2018/1/3,4187804793,6
55441,2018/1/3,4139209774,6
102043,2018/1/3,4144746143,5.9
58604,2018/1/3,4190923929,0.5
159314,2018/1/3,4196011708,0.5
101328,2018/1/3,4197949318,0.5
62598,2018/1/4,4197620554,6480
130655,2018/1/4,4194734412,4899
134806,2018/1/4,4198402377,4599
57896,2018/1/4,4199478329,4548
162130,2018/1/4,4194823639,4280
66006,2018/1/4,4184354691,4198
60620,2018/1/4,4200030912,3999
160492,2018/1/4,4192196705,3999
51533,2018/1/4,4194427370,3899
132927,2018/1/4,4191821448,3799
127320,2018/1/4,4190292128,3699
81832,2018/1/4,4194333321,3666
57843,2018/1/4,4164214075,3599
106153,2018/1/4,4196175599,3599
98266,2018/1/4,4198408774,3444
86974,2018/1/4,4190393950,3399
124665,2018/1/4,4193459565,3344
117159,2018/1/4,4197157397,3299
91310,2018/1/4,4202960422,3298
147949,2018/1/4,4195670476,3199
143702,2018/1/4,4201883501,3139
139757,2018/1/4,4202776176,2999
95940,2018/1/4,4083990967,2899
63325,2018/1/4,4196629480,2599
117299,2018/1/4,4191461585,2586
55113,2018/1/4,4190168507,2499
70645,2018/1/4,4199424625,2499
95135,2018/1/4,4191796220,2450
125587,2018/1/4,4202004663,2429
125982,2018/1/4,4198289959,2366
107731,2018/1/4,4192583617,2344
87112,2018/1/4,4116024157,2299
